,Unnamed: 0,text,label_name,label,clean_text
1651,1651,"a solid examination of the male midlife crisis . 
",1,1,solid examination male midlife crisis
1652,1652,"with three excellent principal singers , a youthful and good-looking diva and tenor and richly handsome locations , it's enough to make you wish jacquot had left well enough alone and just filmed the opera without all these distortions of perspective . 
",1,1,three excellent principal singer youthful good looking diva tenor richly handsome location enough make wish jacquot leave well enough alone film opera without distortion perspective
1653,1653,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . 
",1,1,unlike speedy wham bam effect hollywood offering character development importantly character empathy heart italian beginner
1654,1654,"the hook is the drama within the drama , as an unsolved murder and an unresolved moral conflict jockey for the spotlight . 
",1,1,hook drama within drama unsolved murder unresolved moral conflict jockey spotlight
1655,1655,"flavorful and romantic , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with . 
",1,1,flavorful romantic could call martha get groove back assume ever one begin
1656,1656,"all three actresses are simply dazzling , particularly balk , who's finally been given a part worthy of her considerable talents . 
",1,1,three actress simply dazzle particularly balk finally give part worthy considerable talent
1657,1657,"thanks to haynes' absolute control of the film's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act . 
",1,1,thank haynes absolute control film mood buoy three terrific performance far heaven actually pull stylistic juggling act
1658,1658,"it's a scattershot affair , but when it hits its mark it's brilliant . 
",1,1,scattershot affair hit mark brilliant
1659,1659,"foster and whitaker are especially fine . she is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew . 
",1,1,foster whitaker especially fine lioness protect cub reluctant villain incapable control crew
1660,1660,"the film jolts the laughs from the audience--as if by cattle prod . 
",1,1,film jolts laughs audience cattle prod
1661,1661,"it's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth . 
",1,1,sweet laugh minute crowd pleaser lift spirit well corners mouth
1662,1662,"the story that emerges has elements of romance , tragedy and even silent-movie comedy . 
",1,1,story emerge element romance tragedy even silent movie comedy
1663,1663,"ranging from funny to shattering and featuring some of the year's best acting , personal velocity gathers plenty of dramatic momentum . 
",1,1,range funny shatter feature year good acting personal velocity gather plenty dramatic momentum
1664,1664,"rare birds has more than enough charm to make it memorable . 
",1,1,rare bird enough charm make memorable
1665,1665,"the magic ( and original running time ) of ace japanimator hayao miyazaki's spirited away survives intact in bv's re-voiced version . 
",1,1,magic original running time ace japanimator hayao miyazaki spirit away survive intact voiced version
1666,1666,"a glorious mess . 
",1,1,glorious mess
1667,1667,"a delightful romantic comedy with plenty of bite . it's far from a frothy piece , and the characters are complex , laden with plenty of baggage and tinged with tragic undertones . 
",1,1,delightful romantic comedy plenty bite far frothy piece character complex laden plenty baggage tinge tragic undertone
1668,1668,"one of the best , most understated performances of [jack nicholson's] career . 
",1,1,one good understated performance jack nicholson career
1669,1669,"another entertaining romp from robert rodriguez . 
",1,1,another entertaining romp robert rodriguez
1670,1670,"for a movie audience , the hours doesn't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love . 
",1,1,movie audience hour n't connect neat way introduce character illuminate mystery sex duty love
1671,1671,"until its final minutes this is a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity . 
",1,1,final minute perceptive study two family crisis two girl whose friendship severely test bad luck immaturity
1672,1672,"it never fails to engage us . 
",1,1,never fail engage -pron-
1673,1673,"the chateau cleverly probes the cross-cultural differences between gauls and yanks . 
",1,1,chateau cleverly probes cross cultural difference gaul yanks
1674,1674,"top-notch action powers this romantic drama . 
",1,1,top notch action power romantic drama
1675,1675,"the film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are worth the price of admission . . . if "" gory mayhem "" is your idea of a good time . 
",1,1,film laundry list minor shortcoming numerous scene gory mayhem worth price admission gory mayhem idea good time
1676,1676,"washington overcomes the script's flaws and envelops the audience in his character's anguish , anger and frustration . 
",1,1,washington overcome script flaw envelop audience character anguish anger frustration
1677,1677,"it has a subtle way of getting under your skin and sticking with you long after it's over . 
",1,1,subtle way get skin stick long
1678,1678,"this cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap . 
",1,1,cuddly sequel [num] hit little visually polished little funny little madcap
1679,1679,"coppola's directorial debut is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema . 
",1,1,coppola directorial debut incredibly layer stylistic film despite fairly slow paced almost humdrum approach character development still manage least decent attempt meaningful cinema
1680,1680,"affectionately reminds us that , in any language , the huge stuff in life can usually be traced back to the little things . 
",1,1,affectionately remind -pron- language huge stuff life usually trace back little thing
1681,1681,"jolie gives it that extra little something that makes it worth checking out at theaters , especially if you're in the mood for something more comfortable than challenging . 
",1,1,jolie give extra little something make worth check theater especially mood something comfortable challenging
1682,1682,"seldom has a movie so closely matched the spirit of a man and his work . 
",1,1,seldom movie closely match spirit man work
1683,1683,"very solid , very watchable first feature for director peter sheridan
",1,1,solid watchable first feature director peter sheridan
1684,1684,"drama of temptation , salvation and good intentions is a thoughtful examination of faith , love and power . 
",1,1,drama temptation salvation good intention thoughtful examination faith love power
1685,1685,"chalk it up to my adoration for both de niro and murphy , but i had a pretty good time with this movie - despite its myriad flaws . 
",1,1,chalk adoration niro murphy pretty good time movie despite myriad flaw
1686,1686,"it's bright , pristine style and bold colors make it as much fun as reading an oversized picture book before bedtime . 
",1,1,bright pristine style bold color make much fun read oversized picture book bedtime
1687,1687,"the message is that even the most unlikely can link together to conquer all kinds of obstacles , whether they be of nature , of man or of one another . 
",1,1,message even unlikely link together conquer kind obstacle whether nature man one another
1688,1688," i admire the closing scenes of the film , which seem to ask whether our civilization offers a cure for vincent's complaint . 
",1,1,admire closing scene film seem ask whether civilization offer cure vincent complaint
1689,1689,"the charm of the first movie is still there , and the story feels like the logical , unforced continuation of the careers of a pair of spy kids . 
",1,1,charm first movie still story feel like logical unforced continuation career pair spy kid
1690,1690,"humorous and heartfelt , douglas mcgrath's version of 'nicholas nickleby' left me feeling refreshed and hopeful . not many movies have that kind of impact on me these days . 
",1,1,humorous heartfelt douglas mcgrath version nicholas nickleby leave feel refresh hopeful many movie kind impact day
1691,1691,"the perfect film for those who like sick comedies that can be snide . 
",1,1,perfect film like sick comedy snide
1692,1692,"andersson creates a world that's at once surreal and disturbingly familiar ; absurd , yet tremendously sad . 
",1,1,andersson create world surreal disturbingly familiar absurd yet tremendously sad
1693,1693,"p . t . anderson understands the grandness of romance and how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible . 
",1,1,anderson understand grandness romance love great equalizer calm daily ill bring joys life never know possible
1694,1694,"the seaside splendor and shallow , beautiful people are nice to look at while you wait for the story to get going . 
",1,1,seaside splendor shallow beautiful people nice look wait story get
1695,1695,"it is a happy , heady jumble of thought and storytelling , an insane comic undertaking that ultimately coheres into a sane and breathtakingly creative film . 
",1,1,happy heady jumble thought storytelling insane comic undertaking ultimately cohere sane breathtakingly creative film
1696,1696,"as a film director , labute continues to improve . 
",1,1,film director labute continue improve
1697,1697,"if the real-life story is genuinely inspirational , the movie stirs us as well . 
",1,1,real life story genuinely inspirational movie stir -pron- well
1698,1698,"a must-see for fans of thoughtful war films and those interested in the sights and sounds of battle . 
",1,1,must see fan thoughtful war film interested sight sound battle
1699,1699,"escapism in its purest form . 
",1,1,escapism purest form
1700,1700,"all of it works smoothly under the direction of spielberg , who does a convincing impersonation here of a director enjoying himself immensely . 
",1,1,work smoothly direction spielberg convincing impersonation director enjoy immensely
1701,1701,"triple x is a double agent , and he's one bad dude . when you've got the wildly popular vin diesel in the equation , it adds up to big box office bucks all but guaranteed . 
",1,1,triple double agent one bad dude get wildly popular vin diesel equation add big box office buck guarantee
1702,1702,"the two leads chomp considerably more scenery with their acting than fire-breathing monsters barbecue with their breath . . . 
",1,1,two lead chomp considerably scenery acting fire breathe monster barbecue breath
1703,1703,"'enigma' is the kind of engaging historical drama that hollywood appears to have given up on in favor of sentimental war movies in the vein of 'we were soldiers . '
",1,1,enigma kind engaging historical drama hollywood appear give favor sentimental war movie vein -pron- soldier
1704,1704,"it gets onto the screen just about as much of the novella as one could reasonably expect , and is engrossing and moving in its own right . 
",1,1,get onto screen much novella one could reasonably expect engross move right
1705,1705,"a low-key labor of love that strikes a very resonant chord . 
",1,1,low key labor love strike resonant chord
1706,1706,"directing with a sure and measured hand , [haneke] steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology . 
",1,1,direct sure measured hand haneke steer clear sensational offer instead unflinche objective look decidedly perverse pathology
1707,1707,"so unassuming and pure of heart , you can't help but warmly extend your arms and yell 'safe ! '
",1,1,unassume pure heart n't help warmly extend arm yell safe
1708,1708," . . . a rich and intelligent film that uses its pulpy core conceit to probe questions of attraction and interdependence and how the heart accomodates practical needs . it is an unstinting look at a collaboration between damaged people that may or may not qual
",1,1,rich intelligent film use pulpy core conceit probe question attraction interdependence heart accomodate practical need unstinte look collaboration damage people may may qual
1709,1709,"one can't deny its seriousness and quality . 
",1,1,one n't deny seriousness quality
1710,1710,"a stirring tribute to the bravery and dedication of the world's reporters who willingly walk into the nightmare of war not only to record the events for posterity , but to help us clearly see the world of our making . 
",1,1,stir tribute bravery dedication world reporter willingly walk nightmare war record event posterity help -pron- clearly see world make
1711,1711,"pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . 
",1,1,pacino brilliant sleep deprive dormer increase weariness much existential physical
1712,1712,"fans of nijinsky will savor every minute of cox's work . 
",1,1,fans nijinsky savor every minute cox work
1713,1713,"lee jeong-hyang tells it so lovingly and films it so beautifully that i couldn't help being captivated by it . 
",1,1,lee jeong hyang tell lovingly film beautifully could n't help captivate
1714,1714,"evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones . 
",1,1,evokes palpable sense disconnection make poignant incessant use cell phone
1715,1715,"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world . 
",1,1,win ensemble comedy show canadian put gentle laugh equally gentle sentiment button easily counterpart anywhere else world
1716,1716,"tells a fascinating , compelling story . 
",1,1,tell fascinating compel story
1717,1717,"delivers roughly equal amounts of beautiful movement and inside information . 
",1,1,deliver roughly equal amount beautiful movement inside information
1718,1718,"the modern master of the chase sequence returns with a chase to end all chases
",1,1,modern master chase sequence return chase end chase
1719,1719,"zhang yimou delivers warm , genuine characters who lie not through dishonesty , but because they genuinely believe it's the only way to bring happiness to their loved ones . 
",1,1,zhang yimou deliver warm genuine character lie dishonesty genuinely believe way bring happiness love one
1720,1720,"both deeply weird and charmingly dear . 
",1,1,deeply weird charmingly dear
1721,1721,"the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . 
",1,1,movie understand like other depth breadth emotional intimacy give physical act meaning pleasure
1722,1722,"sorvino is delightful in the central role . she nearly glows with enthusiasm , sensuality and a conniving wit . 
",1,1,sorvino delightful central role nearly glow enthusiasm sensuality conniving wit
1723,1723," . . . could easily be called the best korean film of 2002 . 
",1,1,could easily call good korean film [num]
1724,1724,"once you get into its rhythm . . . the movie becomes a heady experience . 
",1,1,get rhythm movie become heady experience
1725,1725,"rife with the rueful , wry humor springing out of yiddish culture and language . 
",1,1,rife rueful wry humor spring yiddish culture language
1726,1726,"if there's a way to effectively teach kids about the dangers of drugs , i think it's in projects like the ( unfortunately r-rated ) paid . 
",1,1,way effectively teach kid danger drug think project like unfortunately rate pay
1727,1727,"hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette's dialogue . 
",1,1,hawke draw best large cast beautifully articulate portrayal subtle expressive sustain poetic flight burdette dialogue
1728,1728,"a true-blue delight . 
",1,1,true blue delight
1729,1729,"otto-sallies has a real filmmaker's eye . 
",1,1,otto sallie real filmmaker eye
1730,1730,"it is interesting and fun to see goodall and her chimpanzees on the bigger-than-life screen . 
",1,1,interesting fun see goodall chimpanzee big life screen
1731,1731,"sometimes charming , sometimes infuriating , this argentinean 'dramedy' succeeds mainly on the shoulders of its actors . 
",1,1,sometimes charming sometimes infuriate argentinean dramedy succeed mainly shoulder actor
1732,1732,"the film is reasonably entertaining , though it begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy . 
",1,1,film reasonably entertain though begin drag two third melodramatic aspect start overtake comedy
1733,1733,"you really have to salute writer-director haneke ( he adapted elfriede jelinek's novel ) for making a film that isn't nearly as graphic but much more powerful , brutally shocking and difficult to watch . 
",1,1,really salute writer director haneke adapt elfriede jelinek novel make film n't nearly graphic much powerful brutally shocking difficult watch
1734,1734,"if there's no art here , it's still a good yarn -- which is nothing to sneeze at these days . 
",1,1,art still good yarn nothing sneeze day
1735,1735,"the film has the high-buffed gloss and high-octane jolts you expect of de palma , but what makes it transporting is that it's also one of the smartest , most pleasurable expressions of pure movie love to come from an american director in years . 
",1,1,film high buff gloss high octane jolt expect palma make transporting also one smart pleasurable expression pure movie love come american director year
1736,1736,"hugely entertaining from start to finish , featuring a fall from grace that still leaves shockwaves , it will gratify anyone who has ever suspected hollywood of being overrun by corrupt and hedonistic weasels . 
",1,1,hugely entertain start finish feature fall grace still leave shockwave gratify anyone ever suspect hollywood overrun corrupt hedonistic weasel
1737,1737,"yes , it's as good as you remember . in fact , even better . 
",1,1,yes good remember fact even better
1738,1738,"the best part about "" gangs "" was daniel day-lewis . 
",1,1,good part gang daniel day lewis
1739,1739,"phillip noyce and all of his actors -- as well as his cinematographer , christopher doyle -- understand the delicate forcefulness of greene's prose , and it's there on the screen in their version of the quiet american . 
",1,1,phillip noyce actor well cinematographer christopher doyle understand delicate forcefulness greene prose screen version quiet american
1740,1740,"works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren . 
",1,1,work part avoid stupid cliche formulaic pothole befall brother
1741,1741,"nair and writer laura cahill dare to build a movie around some flawed but rather unexceptional women , emerging with a fine character study that's short on plot but rich in the tiny revelations of real life . 
",1,1,nair writer laura cahill dare build movie around flawed rather unexceptional woman emerge fine character study short plot rich tiny revelation real life
1742,1742,"a gracious , eloquent film that by its end offers a ray of hope to the refugees able to look ahead and resist living in a past forever lost . 
",1,1,gracious eloquent film end offer ray hope refugee able look ahead resist live past forever lose
1743,1743,"jolting into charleston rhythms , the story has the sizzle of old news that has finally found the right vent ( accurate ? who cares ? ) . 
",1,1,jolting charleston rhythm story sizzle old news finally find right vent accurate care
1744,1744,"it's not like having a real film of nijinsky , but at least it's better than that eponymous 1980 biopic that used soap in the places where the mysteries lingered . 
",1,1,like real film nijinsky least better eponymous [num] biopic use soap place mystery linger
1745,1745,"same song , second verse , coulda been better , but it coulda been worse . 
",1,1,song second verse coulda better coulda worse
1746,1746,"the film has an infectious enthusiasm and we're touched by the film's conviction that all life centered on that place , that time and that sport . 
",1,1,film infectious enthusiasm touch film conviction life center place time sport
1747,1747,"the performers are so spot on , it is hard to conceive anyone else in their roles . 
",1,1,performer spot hard conceive anyone else role
1748,1748,"what's surprising is how well it holds up in an era in which computer-generated images are the norm . 
",1,1,surprising well hold era computer generate image norm
1749,1749,"fun and nimble . 
",1,1,fun nimble
1750,1750,"a fantastic premise anchors this movie , but what it needs is either a more rigid , blair witch-style commitment to its mockumentary format , or a more straightforward , dramatic treatment , with all the grandiosity that that implies . 
",1,1,fantastic premise anchor movie need either rigid blair witch style commitment mockumentary format straightforward dramatic treatment grandiosity imply
1751,1751,"mьnch's genuine insight makes the film's occasional overindulgence forgivable . 
",1,1,nch genuine insight make film occasional overindulgence forgivable
1752,1752,"[f]rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative , the film is blazingly alive and admirable on many levels . 
",1,1,rom performance cinematography outstanding soundtrack unconventional narrative film blazingly alive admirable many level
1753,1753,"light , cute and forgettable . 
",1,1,light cute forgettable
1754,1754,"if you love motown music , you'll love this documentary . 
",1,1,love motown music will love documentary
1755,1755,"the best of the pierce brosnan james bond films to date . 
",1,1,good pierce brosnan james bond films date
1756,1756,"it is a likable story , told with competence . 
",1,1,likable story tell competence
1757,1757,"an exceedingly clever piece of cinema . another great ‘what you don't see' is much more terrifying than what you do see thriller , coupled with some arresting effects , incandescent tones and stupendous performances
",1,1,exceedingly clever piece cinema another great n't see much terrifying see thriller couple arrest effect incandescent tone stupendous performance
1758,1758,"nair does capture the complexity of a big family and its trials and tribulations . . . 
",1,1,nair capture complexity big family trial tribulation
1759,1759,"bring on the sequel . 
",1,1,bring sequel
1760,1760,"this fascinating experiment plays as more of a poetic than a strict reality , creating an intriguing species of artifice that gives the lady and the duke something of a theatrical air . 
",1,1,fascinating experiment play poetic strict reality create intriguing specie artifice give lady duke something theatrical air
1761,1761,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . 
",1,1,weight piece unerre professionalism chilly production fascination embed lurid topic prove recommendation enough
1762,1762,"a realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales . 
",1,1,realistically terrify movie put another notch belt long list renegade cop tale
1763,1763,"it is so refreshing to see robin williams turn 180 degrees from the string of insultingly innocuous and sappy fiascoes he's been making for the last several years . 
",1,1,refreshing see robin williams turn [num] degree stre insultingly innocuous sappy fiasco make last several year
1764,1764,"although olivier assayas' elegantly appointed period drama seems , at times , padded with incident in the way of a too-conscientious adaptation . . . its three-hour running time plays closer to two . 
",1,1,although olivi assayas elegantly appoint period drama seem time padded incident way conscientious adaptation three hour running time play close two
1765,1765,"i'd rather watch a rerun of the powerpuff girls
",1,1,rather watch rerun powerpuff girl
1766,1766,"there's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a . i . with this challenging report so liable to unnerve the majority . 
",1,1,something auspicious daring artistic instinct push majority orient director like steven spielberg follow challenge report liable unnerve majority
1767,1767,"even though it's common knowledge that park and his founding partner , yong kang , lost kozmo in the end , you can't help but get caught up in the thrill of the company's astonishing growth . 
",1,1,even though common knowledge park founding partner yong kang lose kozmo end n't help get catch thrill company astonishing growth
1768,1768,"…an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller . 
",1,1,eerily suspenseful deeply absorb piece work treatise spirituality well solid sci thriller
1769,1769,"almost everyone growing up believes their family must look like "" the addams family "" to everyone looking in . . . "" my big fat greek wedding "" comes from the heart . . . 
",1,1,almost everyone grow believe family must look like addams family everyone look big fat greek wedding come heart
1770,1770," "" austin powers in goldmember "" has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end . 
",1,1,austin powers goldmember right stuff silly summer entertainment enough laugh sustain interest end
1771,1771,"some body will take you places you haven't been , and also places you have . 
",1,1,body take place n't also place
1772,1772,"not since tom cruise in risky business has an actor made such a strong impression in his underwear . 
",1,1,since tom cruise risky business actor make strong impression underwear
1773,1773,"this is a film well worth seeing , talking and singing heads and all . 
",1,1,film well worth see talk singe head
1774,1774,"highbrow self-appointed guardians of culture need not apply , but those who loved cool as ice have at last found a worthy follow-up . 
",1,1,highbrow self appoint guardian culture nee apply love cool ice last find worthy follow
1775,1775,"provides a satisfactory overview of the bizarre world of extreme athletes as several daredevils express their own views . 
",1,1,provide satisfactory overview bizarre world extreme athlete several daredevil express view
1776,1776,"witty and often surprising , a dark little morality tale disguised as a romantic comedy . 
",1,1,witty often surprising dark little morality tale disguise romantic comedy
1777,1777,"writer/director walter hill is in his hypermasculine element here , once again able to inject some real vitality and even art into a pulpy concept that , in many other hands would be completely forgettable . 
",1,1,writer director walter hill hypermasculine element able inject real vitality even art pulpy concept many hand would completely forgettable
1778,1778,"though it's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal , the film shatters you in waves . 
",1,1,though well shot compose edited score insistent dialogue frequently overwrought crudely literal film shatter wave
1779,1779," . . . plenty of warmth to go around , with music and laughter and the love of family . 
",1,1,plenty warmth around music laughter love family
1780,1780,"a movie that will touch the hearts of both children and adults , as well as bring audiences to the edge of their seats . 
",1,1,movie touch heart child adult well bring audience edge seat
1781,1781,"if you haven't seen the film lately , you may be surprised at the variety of tones in spielberg's work . much of it is funny , but there are also some startling , surrealistic moments . . . 
",1,1,n't see film lately may surprised variety tone spielberg work much funny also startling surrealistic moment
1782,1782,"australian filmmaker david flatman uses the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them . 
",1,1,australian filmmaker david flatman use huge screen format make old fashioned nature film educate viewer word picture entertain
1783,1783,"the riveting performances by the incredibly flexible cast make love a joy to behold . 
",1,1,rivet performance incredibly flexible cast make love joy behold
1784,1784,"the bourne identity is what summer screen escapism used to be in the decades when it was geared more to grownups . 
",1,1,bourne identity summer screen escapism use decade gear grownup
1785,1785,"if the first men in black was money , the second is small change . but it still jingles in the pocket . it's fun lite . 
",1,1,first man black money second small change still jingle pocket fun lite
1786,1786,"caruso sometimes descends into sub-tarantino cuteness . . . but for the most part he makes sure the salton sea works the way a good noir should , keeping it tight and nasty . 
",1,1,caruso sometimes descend sub tarantino cuteness part make sure salton sea work way good noir keep tight nasty
1787,1787,"a witty , low-key romantic comedy . 
",1,1,witty low key romantic comedy
1788,1788,"although largely a heavy-handed indictment of parental failings and the indifference of spanish social workers and legal system towards child abuse , the film retains ambiguities that make it well worth watching . 
",1,1,although largely heavy handed indictment parental failing indifference spanish social worker legal system towards child abuse film retain ambiguity make well worth watch
1789,1789,"a visual spectacle full of stunning images and effects . 
",1,1,visual spectacle full stunning image effect
1790,1790,"the culmination of everyone's efforts is given life when a selection appears in its final form [in "" last dance "" ] . 
",1,1,culmination everyone effort give life selection appear final form last dance
1791,1791,"you don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace . or both . 
",1,1,n't know whether admire film stately nature call classicism exasperate noticeable lack pace
1792,1792,"jones . . . makes a great impression as the writer-director of this little $1 . 8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart . 
",1,1,jones make great impression writer director little [num] [num] million charmer may cut edge indie filmmake huge heart
1793,1793,"[shyamalan] continues to cut a swathe through mainstream hollywood , while retaining an integrity and refusing to compromise his vision . 
",1,1,shyamalan continue cut swathe mainstream hollywood retain integrity refuse compromise vision
1794,1794,"thoroughly engrossing and ultimately tragic . 
",1,1,thoroughly engross ultimately tragic
1795,1795,"a beautifully observed character piece . 
",1,1,beautifully observe character piece
1796,1796,"a compelling , gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day . 
",1,1,compelling gut clutch piece advocacy cinema carry along torrent emotion explore awful complication one terrifying day
1797,1797,"ranges from laugh-out-loud hilarious to wonder-what- time-it-is tedious . 
",1,1,range laugh loud hilarious wonder time tedious
1798,1798,"a sweet-natured reconsideration of one of san francisco's most vital , if least widely recognized , creative fountainheads . 
",1,1,sweet natured reconsideration one san francisco vital least widely recognize creative fountainhead
1799,1799,"the movie's ripe , enrapturing beauty will tempt those willing to probe its inscrutable mysteries . 
",1,1,movie ripe enrapturing beauty tempt willing probe inscrutable mystery
1800,1800,"it somehow managed to make its way past my crappola radar and find a small place in my heart
",1,1,somehow manage make way past crappola radar find small place heart
1801,1801,"this may be burns's strongest film since the brothers mcmullen . 
",1,1,may burns strong film since brother mcmullen
1802,1802,"a charming , banter-filled comedy . . . one of those airy cinematic bon bons whose aims -- and by extension , accomplishments -- seem deceptively slight on the surface . 
",1,1,charming banter fill comedy one airy cinematic bon bon whose aim extension accomplishment seem deceptively slight surface
1803,1803,"more than their unique residences , home movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it . 
",1,1,unique residence home movie people live carve comfortable niche world kind enough share
1804,1804,"'tobey maguire is a poster boy for the geek generation . '
",1,1,tobey maguire poster boy geek generation
1805,1805,"while this movie , by necessity , lacks fellowship's heart , two towers outdoes its spectacle . 
",1,1,movie necessity lack fellowship heart two tower outdoe spectacle
1806,1806,"there is simply no doubt that this film asks the right questions at the right time in the history of our country . 
",1,1,simply doubt film ask right question right time history country
1807,1807," . . . wallace is smart to vary the pitch of his movie , balancing deafening battle scenes with quieter domestic scenes of women back home receiving war department telegrams . 
",1,1,wallace smart vary pitch movie balance deafen battle scene quieter domestic scene woman back home receive war department telegram
1808,1808,"leave it to the french to truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy melodrama . 
",1,1,leave french truly capture terrifying angst modern work man without turn film cheap thriller dumb comedy sappy melodrama
1809,1809,"most impressive , though , is the film's open-ended finale that refuses to entirely close its characters' emotional wounds . 
",1,1,impressive though film open ended finale refuse entirely close character emotional wound
1810,1810,"moore provides an invaluable service by sparking debate and encouraging thought . better still , he does all of this , and more , while remaining one of the most savagely hilarious social critics this side of jonathan swift . 
",1,1,moore provide invaluable service spark debate encourage think better still remain one savagely hilarious social critic side jonathan swift
1811,1811,"a witty , trenchant , wildly unsentimental but flawed look at the ins and outs of modern moviemaking . 
",1,1,witty trenchant wildly unsentimental flawed look out modern moviemaking
1812,1812,"this is not an easy film . but it could be , by its art and heart , a necessary one . 
",1,1,easy film could art heart necessary one
1813,1813,"murderous maids pulls no punches in its depiction of the lives of the papin sister and the events that led to their notorious rise to infamy . . . 
",1,1,murderous maid pull punch depiction live papin sister event lead notorious rise infamy
1814,1814,"what [denis] accomplishes in his chilling , unnerving film is a double portrait of two young women whose lives were as claustrophic , suffocating and chilly as the attics to which they were inevitably consigned . 
",1,1,denis accomplish chilling unnerve film double portrait two young woman whose life claustrophic suffocate chilly attic inevitably consign
1815,1815,"sem se preocupar em criar momentos melodramбticos para arrancar lбgrimas do espectador , o pianista й um filme triste sem que , para isso , precise ser emocionante . 
",1,1,sem preocupar -pron- criar momentos melodram ticos para arrancar grimas espectador pianista filme triste sem que para isso precise ser emocionante
1816,1816,"chilling , well-acted , and finely directed : david jacobson's dahmer . 
",1,1,chilling well act finely direct david jacobson dahmer
1817,1817,"even when he's not at his most critically insightful , godard can still be smarter than any 50 other filmmakers still at work . 
",1,1,even critically insightful godard still smarter [num] filmmaker still work
1818,1818,"though jackson doesn't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the trees . 
",1,1,though jackson n't always succeed integrate character foreground extraordinarily rich landscape must say imaginative filmmaker see forest tree
1819,1819,"a quiet , pure , elliptical film
",1,1,quiet pure elliptical film
1820,1820,"at the film's centre is a precisely layered performance by an actor in his mid-seventies , michel piccoli . 
",1,1,film centre precisely layer performance actor mid seventy michel piccoli
1821,1821,"at once emotional and richly analytical , the cosby-seinfeld encounter alone confirms the serious weight behind this superficially loose , larky documentary . 
",1,1,emotional richly analytical cosby seinfeld encounter alone confirm serious weight behind superficially loose larky documentary
1822,1822,"it's rare for any movie to be as subtle and touching as the son's room . 
",1,1,rare movie subtle touching son room
1823,1823,"as a belated nod to some neglected all-stars , standing in the shadows of motown is cultural history of the best kind : informative , revealing and richly entertaining . 
",1,1,belate nod neglect star stand shadow motown cultural history best kind informative reveal richly entertaining
1824,1824,"the best didacticism is one carried by a strong sense of humanism , and bertrand tavernier's oft-brilliant safe conduct ( "" laissez-passer "" ) wears its heart on its sleeve . 
",1,1,good didacticism one carry strong sense humanism bertrand tavernier oft brilliant safe conduct laissez passer wear heart sleeve
1825,1825,"the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes . 
",1,1,movie blast educational energy bouncy animation catchy song escort entire [num] minute
1826,1826,"don't plan on the perfect ending , but sweet home alabama hits the mark with critics who escaped from a small town life . 
",1,1,n't plan perfect ending sweet home alabama hit mark critic escape small town life
1827,1827,"assured , vital and well wrought , the film is , arguably , the most accomplished work to date from hong kong's versatile stanley kwan . 
",1,1,assured vital well wrought film arguably accomplish work date hong kong versatile stanley kwan
1828,1828,"ferrara's strongest and most touching movie of recent years . 
",1,1,ferrara strong touching movie recent year
