,text,label_name,label
2022,"while insomnia is in many ways a conventional , even predictable remake , nolan's penetrating undercurrent of cerebral and cinemantic flair lends ( it ) stimulating depth . 
",1,1
2023,"this is not chabrol's best , but even his lesser works outshine the best some directors can offer . 
",1,1
2024,"at once a testament to the divine calling of education and a demonstration of the painstaking process of imparting knowledge . 
",1,1
2025,"a smart , compelling drama . 
",1,1
2026,"the ya-ya's have many secrets and one is - the books are better . translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be ya-ya . 
",1,1
2027,"lapaglia's ability to convey grief and hope works with weaver's sensitive reactions to make this a two-actor master class . 
",1,1
2028,"the film's greatest asset is how much it's not just another connect-the-dots , spy-on-the-run picture . 
",1,1
2029,"gangster no . 1 is solid , satisfying fare for adults . 
",1,1
2030,"although the level of the comedy declines as the movie proceeds , there's no denying the fun of watching de niro and crystal having fun . 
",1,1
2031,"both heartbreaking and heartwarming . . . just a simple fable done in an artless sytle , but it's tremendously moving . 
",1,1
2032,"though a capable thriller , somewhere along the way k-19 jettisoned some crucial drama . 
",1,1
2033,"possession is elizabeth barrett browning meets nancy drew , and it's directed by . . . neil labute . hmm . 
",1,1
2034,"at times auto focus feels so distant you might as well be watching it through a telescope . yet in its own aloof , unreachable way it's so fascinating you won't be able to look away for a second . 
",1,1
2035,"an invaluable historical document thanks to the filmmaker's extraordinary access to massoud , whose charm , cultivation and devotion to his people are readily apparent . 
",1,1
2036,"exhilarating but blatantly biased . 
",1,1
2037,"you'll end up moved . 
",1,1
2038,"a wildly funny prison caper . 
",1,1
2039,"wonderful fencing scenes and an exciting plot make this an eminently engrossing film . 
",1,1
2040,"weird , vulgar comedy that's definitely an acquired taste . 
",1,1
2041,"a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion . 
",1,1
2042,"the re-release of ron howard's apollo 13 in the imax format proves absolutely that really , really , really good things can come in enormous packages . 
",1,1
2043,"steve irwin's method is ernest hemmingway at accelerated speed and volume . 
",1,1
2044,"with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a pleasure to have a film like the hours as an alternative . 
",1,1
2045,"the trick when watching godard is to catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them . 
",1,1
2046,"[it's] a clever thriller with enough unexpected twists to keep our interest . 
",1,1
2047,"sure , i hated myself in the morning . but then again , i hate myself most mornings . i still like moonlight mile , better judgment be damned . 
",1,1
2048,"ramsay and morton fill this character study with poetic force and buoyant feeling . 
",1,1
2049,"overall , it's a very entertaining , thought-provoking film with a simple message : god is love . 
",1,1
2050,"a beautiful and haunting examination of the stories we tell ourselves to make sense of the mundane horrors of the world . 
",1,1
2051,"raimi and his team couldn't have done any better in bringing the story of spider-man to the big screen . 
",1,1
2052,"enticing and often funny documentary . 
",1,1
2053,"the film is often filled with a sense of pure wonderment and excitement not often seen in today's cinema du sarcasm
",1,1
2054,"proves that some movie formulas don't need messing with -- like the big-bug movie . 
",1,1
2055,"not since japanese filmmaker akira kurosawa's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . 
",1,1
2056,"it is far from the worst , thanks to the topical issues it raises , the performances of stewart and hardy , and that essential feature -- a decent full-on space battle . 
",1,1
2057,"a fast-moving and remarkable film that appears destined to become a landmark in japanese animation . 
",1,1
2058,"undoubtedly the scariest movie ever made about tattoos . 
",1,1
2059,"a slick , engrossing melodrama . 
",1,1
2060,"the woodman seems to have directly influenced this girl-meets-girl love story , but even more reassuring is how its makers actually seem to understand what made allen's romantic comedies so pertinent and enduring . 
",1,1
2061,"manages to be original , even though it rips off many of its ideas . 
",1,1
2062,"it's hard to imagine alan arkin being better than he is in this performance . 
",1,1
2063,"part of the charm of satin rouge is that it avoids the obvious with humour and lightness . 
",1,1
2064,"a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard's finest work . 
",1,1
2065,"be prepared to cling to the edge of your seat , tense with suspense . the ring never lets you off the hook . 
",1,1
2066,"deep intelligence and a warm , enveloping affection breathe out of every frame . 
",1,1
2067,"despite its title , punch-drunk love is never heavy-handed . the jabs it employs are short , carefully placed and dead-center . 
",1,1
2068,"achieves a sort of filmic epiphany that revels in the true potential of the medium . 
",1,1
2069,"as the movie traces mr . brown's athletic exploits , it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times . 
",1,1
2070,"although it's a bit smug and repetitive , this documentary engages your brain in a way few current films do . 
",1,1
2071,"the actors are so terrific at conveying their young angst , we do indeed feel for them . 
",1,1
2072,"berry's saucy , full-bodied performance gives this aging series a much needed kick , making "" die another day "" one of the most entertaining bonds in years
",1,1
2073,"a fine effort , an interesting topic , some intriguing characters and a sad ending . certainly the big finish wasn't something galinsky and hawley could have planned for . . . but part of being a good documentarian is being there when the rope snaps . 
",1,1
2074,"if you've the patience , there are great rewards here . 
",1,1
2075,"the second coming of harry potter is a film far superior to its predecessor . a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . 
",1,1
2076,"brave and sweetly rendered love story . 
",1,1
2077,"though nijinsky's words grow increasingly disturbed , the film maintains a beguiling serenity and poise that make it accessible for a non-narrative feature . 
",1,1
2078,"some of the most inventive silliness you are likely to witness in a movie theatre for some time . 
",1,1
2079,"brings awareness to an issue often overlooked -- women's depression . 
",1,1
2080,"stevens' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls . 
",1,1
2081,"working from elliott's memoir , rohmer fashions the sort of delicate , articulate character- and- relationship study he's favored for decades . 
",1,1
2082,"noyce creates a film of near-hypnotic physical beauty even as he tells a story as horrifying as any in the heart-breakingly extensive annals of white-on-black racism . 
",1,1
2083,"this is a very fine movie -- go see it . 
",1,1
2084,"a breezy romantic comedy that has the punch of a good sitcom , while offering exceptionally well-detailed characters . 
",1,1
2085," . . . an agreeable time-wasting device -- but george pal's low-tech 1960 version still rules the epochs . 
",1,1
2086,"full of detail about the man and his country , and is well worth seeing . 
",1,1
2087,"i prefer soderbergh's concentration on his two lovers over tarkovsky's mostly male , mostly patriarchal debating societies . 
",1,1
2088,"together writer-director danny verete's three tales comprise a powerful and reasonably fulfilling gestalt . 
",1,1
2089,"there's nothing like love to give a movie a b-12 shot , and cq shimmers with it . 
",1,1
2090,"left me with the visceral sensation of longing , lasting traces of charlotte's web of desire and desperation . 
",1,1
2091,"a comprehensive and provocative film -- one that pushes the boundaries of biography , and challenges its audience . 
",1,1
2092,"a well-put-together piece of urban satire . 
",1,1
2093,"a terrific date movie , whatever your orientation . 
",1,1
2094,"for the most part stevens glides through on some solid performances and witty dialogue . 
",1,1
2095,"nolan proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure . 
",1,1
2096,"george lucas returns as a visionary with a tale full of nuance and character dimension . 
",1,1
2097,"its vision of that awkward age when sex threatens to overwhelm everything else is acute enough to make everyone who has been there squirm with recognition . 
",1,1
2098,"features what is surely the funniest and most accurate depiction of writer's block ever . 
",1,1
2099,"it's about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic . 
",1,1
2100,"credit director ramsay for taking the sometimes improbable story and making it feel realistic . 
",1,1
2101,"a fascinating examination of the joyous , turbulent self-discovery made by a proper , middle-aged woman . 
",1,1
2102,"a conventional , but well-crafted film about a historic legal battle in ireland over a man's right to raise his own children . 
",1,1
2103,"enriched by a strong and unforced supporting cast . 
",1,1
2104,"the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination . 
",1,1
2105,"engages us in constant fits of laughter , until we find ourselves surprised at how much we care about the story , and end up walking out not only satisfied but also somewhat touched . 
",1,1
2106,"fulfills the minimum requirement of disney animation . 
",1,1
2107,"no wonder they're talking about "" talk to her . "" it's astonishing . 
",1,1
2108,"a distant , even sterile , yet compulsively watchable look at the sordid life of hogan's heroes star bob crane . 
",1,1
2109,"it has a way of seeping into your consciousness , with lingering questions about what the film is really getting at . 
",1,1
2110,"there has to be a few advantages to never growing old . like being able to hit on a 15-year old when you're over 100 . 
",1,1
2111,"this masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short . 
",1,1
2112,"a story about intelligent high school students that deals with first love sweetly but also seriously . it is also beautifully acted . 
",1,1
2113,"it's all stitched together with energy , intelligence and verve , enhanced by a surplus of vintage archive footage . 
",1,1
2114,"robinson's web of suspense matches the page-turning frenzy that clancy creates . 
",1,1
2115,"an amused indictment of jaglom's own profession . 
",1,1
2116,"takes a simple premise and carries it to unexpected heights . 
",1,1
2117,"it's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate gantz brothers as ordinary , pasty lumpen . 
",1,1
2118,"birthday girl doesn't try to surprise us with plot twists , but rather seems to enjoy its own transparency . 
",1,1
2119,"while somewhat less than it might have been , the film is a good one , and you've got to hand it to director george clooney for biting off such a big job the first time out . 
",1,1
2120,"were it not for a sentimental resolution that explains way more about cal than does the movie or the character any good , freundlich's world traveler might have been one of the more daring and surprising american movies of the year . 
",1,1
2121,"what's so striking about jolie's performance is that she never lets her character become a caricature -- not even with that radioactive hair . 
",1,1
2122,"ana's journey is not a stereotypical one of self-discovery , as she's already comfortable enough in her own skin to be proud of her rubenesque physique . . . 
",1,1
2123,"whenever you think you've figured out late marriage , it throws you for a loop . 
",1,1
2124,"an energetic and engaging film that never pretends to be something it isn't . 
",1,1
2125,"it's not particularly subtle . . . however , it still manages to build to a terrifying , if obvious , conclusion . 
",1,1
2126,"almost peerlessly unsettling . 
",1,1
2127,"there's just something about watching a squad of psychopathic underdogs whale the tar out of unsuspecting lawmen that reaches across time and distance . 
",1,1
2128,"a tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man's tortured soul . 
",1,1
2129,"a potent allegorical love story . 
",1,1
2130,"just watch bettany strut his stuff . you'll know a star when you see one . 
",1,1
2131,"many insightful moments . 
",1,1
2132,"gran historia sobre el amor , la familia , la lealtad y la traiciуn que seguramente se convertirб en un nuevo clбsico del gйnero . 
",1,1
2133,"ultimately too repellent to fully endear itself to american art house audiences , but it is notable for its stylistic austerity and forcefulness . 
",1,1
2134,"this real-life hollywood fairy-tale is more engaging than the usual fantasies hollywood produces . 
",1,1
2135,"it won't bust your gut -- and it's not intended to -- it's merely a blandly cinematic surgical examination of what makes a joke a joke . 
",1,1
2136,"it's rare to find a film to which the adjective 'gentle' applies , but the word perfectly describes pauline & paulette . 
",1,1
2137,"it is amusing , and that's all it needs to be . 
",1,1
2138,"an involving true story of a chinese actor who takes up drugs and winds up in an institution--acted mostly by the actual people involved . 
",1,1
2139,"the movie enters a realm where few non-porn films venture , and comes across as darkly funny , energetic , and surprisingly gentle . 
",1,1
2140,"sweetly sexy , funny and touching . 
",1,1
2141,"brosnan is more feral in this film than i've seen him before and halle berry does her best to keep up with him . 
",1,1
2142,"the movie is well crafted , and well executed . if you're paying attention , the "" big twists "" are pretty easy to guess - but that doesn't make the movie any less entertaining . 
",1,1
2143,"yakusho and shimizu . . . create engaging characterizations in imamura's lively and enjoyable cultural mix . 
",1,1
2144,"toes the fine line between cheese and earnestness remarkably well ; everything is delivered with such conviction that it's hard not to be carried away . 
",1,1
2145,"miyazaki's nonstop images are so stunning , and his imagination so vivid , that the only possible complaint you could have about spirited away is that there is no rest period , no timeout . 
",1,1
2146,"i whole-heartedly recommend that everyone see this movie-- for its historical significance alone . 
",1,1
2147,"shiri is an action film that delivers on the promise of excitement , but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience . 
",1,1
2148,"'divertida , enternecedora , universal y profundamente sincera , es una de las mejores comedias romбnticas en mucho tiempo . una verdadera delicia . '
",1,1
2149,"a great comedy filmmaker knows great comedy needn't always make us laugh . tim story's not there yet - but 'barbershop' shows he's on his way . 
",1,1
2150,"with or without the sex , a wonderful tale of love and destiny , told well by a master storyteller
",1,1
2151,"stuffed to the brim with ideas , american instigator michael moore's film is a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition . 
",1,1
2152,"this is historical filmmaking without the balm of right-thinking ideology , either liberal or conservative . mr . scorsese's bravery and integrity in advancing this vision can hardly be underestimated . 
",1,1
2153,"a deviant topical comedy which is funny from start to finish . 
",1,1
2154,"perhaps the best sports movie i've ever seen . 
",1,1
2155,"making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love's power to help people endure almost unimaginable horror . 
",1,1
2156,"very well written and directed with brutal honesty and respect for its audience . 
",1,1
2157,"it must be the end of the world : the best film so far this year is a franchise sequel starring wesley snipes . 
",1,1
2158,"the filmmakers' eye for detail and the high standards of performance convey a strong sense of the girls' environment . 
",1,1
2159,"it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing . 
",1,1
2160,"in its dry and forceful way , it delivers the same message as jiri menzel's closely watched trains and danis tanovic's no man's land . 
",1,1
2161,"an undeniably gorgeous , terminally smitten document of a troubadour , his acolytes , and the triumph of his band . 
",1,1
2162,"a carefully structured scream of consciousness that is tortured and unsettling--but unquestionably alive . 
",1,1
2163,"<em>ash wednesday</em> is not edward burns' best film , but it is a good and ambitious film . and it marks him as one of the most interesting writer/directors working today . 
",1,1
2164,"murderous maids has a lot going for it , not least the brilliant performances by testud . . . and parmentier . 
",1,1
2165,"a spunky , original take on a theme that will resonate with singles of many ages . 
",1,1
2166,"a reasonably entertaining sequel to 1994's surprise family hit that may strain adult credibility . 
",1,1
2167,"darkly funny and frequently insightful . 
",1,1
2168,"the additional storyline is interesting and entertaining , but it doesn't have the same magical quality as the beginning of the story . i like the new footage and still love the old stuff . 
",1,1
2169,"fast-paced and wonderfully edited , the film is extremely thorough . 
",1,1
2170,"polished korean political-action film is just as good -- and bad -- as hollywood action epics . is this progress ? 
",1,1
2171,"rodriguez does a splendid job of racial profiling hollywood style--casting excellent latin actors of all ages--a trend long overdue . 
",1,1
2172,"a chick flick for guys . 
",1,1
2173,"chilling but uncommercial look into the mind of jeffrey dahmer , serial killer . 
",1,1
2174,"a fine production with splendid singing by angela gheorghiu , ruggero raimondi , and roberto alagna . 
",1,1
2175,"easily the most thoughtful fictional examination of the root causes of anti-semitism ever seen on screen . 
",1,1
2176,"one of those movies that make us pause and think of what we have given up to acquire the fast-paced contemporary society . 
",1,1
2177,"invincible is a wonderful movie . 
",1,1
2178,"a creepy , intermittently powerful study of a self-destructive man . . . about as unsettling to watch as an exploratory medical procedure or an autopsy . 
",1,1
2179,"it's an example of sophisticated , challenging filmmaking that stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead-end experimentation of the director's previous full frontal . 
",1,1
2180,"you'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . 
",1,1
2181,"presents a side of contemporary chinese life that many outsiders will be surprised to know exists , and does so with an artistry that also smacks of revelation . 
",1,1
2182,"a fun ride . 
",1,1
2183,"a strong script , powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman , who is not only a pianist , but a good human being . 
",1,1
2184,"deepa mehta provides an accessible introduction as well as some intelligent observations on the success of bollywood in the western world . 
",1,1
2185,"the movie's thesis -- elegant technology for the masses -- is surprisingly refreshing . 
",1,1
2186,"tunney , brimming with coltish , neurotic energy , holds the screen like a true star . 
",1,1
2187,"a charming , quirky and leisurely paced scottish comedy -- except with an outrageous central gimmick that could have been a reject from monty python's meaning of life . 
",1,1
2188,"one of the most important and exhilarating forms of animated filmmaking since old walt doodled steamboat willie . 
",1,1
2189,"stuart's poor-me persona needs a whole bunch of snowball's cynicism to cut through the sugar coating . but once the falcon arrives in the skies above manhattan , the adventure is on red alert . 
",1,1
2190,"with the same sort of good-natured fun found in films like tremors , eight legged freaks is prime escapist fare . 
",1,1
2191,"one of the most slyly exquisite anti-adult movies ever made . 
",1,1
2192,"it remains to be seen whether statham can move beyond the crime-land action genre , but then again , who says he has to ? 
",1,1
2193,"whether you like rap music or loathe it , you can't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . 
",1,1
2194," . . . quite good at providing some good old fashioned spooks . 
",1,1
2195,"offers laughs and insight into one of the toughest ages a kid can go through . 
",1,1
2196," . . . best seen as speculative history , as much an exploration of the paranoid impulse as a creative sequel to the warren report . 
",1,1
2197,"not a bad choice here , assuming that . . . the air-conditioning in the theater is working properly . 
",1,1
2198,"sometimes we feel as if the film careens from one colorful event to another without respite , but sometimes it must have seemed to frida kahlo as if her life did , too . 
",1,1
2199,"a fascinating literary mystery story with multiple strands about the controversy of who really wrote shakespeare's plays . 
",1,1
2200,"never mind whether you buy the stuff about barris being a cia hit man . the kooky yet shadowy vision clooney sustains throughout is daring , inventive and impressive . 
",1,1
2201,"paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks . 
",1,1
2202,"a passionately inquisitive film determined to uncover the truth and hopefully inspire action . 
",1,1
2203,"the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity . 
",1,1
2204,"time is a beautiful film to watch , an interesting and at times captivating take on loss and loneliness . 
",1,1
2205,"the large-format film is well suited to capture these musicians in full regalia and the incredible imax sound system lets you feel the beat down to your toes . 
",1,1
2206,"a fine film , but it would be a lot better if it stuck to betty fisher and left out the other stories . 
",1,1
2207,"often moving and explores the discomfort inherent in the contacts between the american 'hosts' and their 'guests . '
",1,1
2208,"the real triumphs in igby come from philippe , who makes oliver far more interesting than the character's lines would suggest , and sarandon , who couldn't be better as a cruel but weirdly likable wasp matron . 
",1,1
2209,"a properly spooky film about the power of spirits to influence us whether we believe in them or not . 
",1,1
2210,"holm does his sly , intricate magic , and iben hjelje is entirely appealing as pumpkin . 
",1,1
2211,"craig bartlett and director tuck tucker should be commended for illustrating the merits of fighting hard for something that really matters . 
",1,1
2212,"the film sometimes flags . . . but there is enough secondary action to keep things moving along at a brisk , amusing pace . 
",1,1
2213,"the film is an earnest try at beachcombing verismo , but it would be even more indistinct than it is were it not for the striking , quietly vulnerable personality of ms . ambrose . 
",1,1
2214,"it may not be a huge cut of above the rest , but i enjoyed barbershop . it's a funny little movie with clever dialogue and likeable characters . 
",1,1
2215,"the touch is generally light enough and the performances , for the most part , credible . 
",1,1
2216,"even if you don't think [kissinger's] any more guilty of criminal activity than most contemporary statesmen , he'd sure make a courtroom trial great fun to watch . 
",1,1
2217,"together [time out and human resources] establish mr . cantet as france's foremost cinematic poet of the workplace . 
",1,1
2218," . . . a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll . 
",1,1
2219,"an entertaining documentary that freshly considers arguments the bard's immortal plays were written by somebody else . 
",1,1
2220,"can be viewed as pure composition and form -- film as music
",1,1
2221," "" extreme ops "" exceeds expectations . good fun , good action , good acting , good dialogue , good pace , good cinematography . 
",1,1
2222," . . . a joke at once flaky and resonant , lightweight and bizarrely original . 
",1,1
2223,"shyamalan takes a potentially trite and overused concept ( aliens come to earth ) and infuses it into a rustic , realistic , and altogether creepy tale of hidden invasion . 
",1,1
2224,"what makes it worth watching is quaid's performance . 
",1,1
2225,"you can almost see mendes and company getting together before a single frame had been shot and collectively vowing , 'this is going to be something really good . ' and it is . 
",1,1
2226,"perhaps not since nelson eddy crooned his indian love call to jeanette macdonald has there been a movie so unabashedly canadian , not afraid to risk american scorn or disinterest . 
",1,1
2227,"it's an experience in understanding a unique culture that is presented with universal appeal . 
",1,1
2228,"the hours , a delicately crafted film , is an impressive achievement in spite of a river of sadness that pours into every frame . 
",1,1
2229,"offers an unusual opportunity to observe the inequities in the death penalty , not just the inherent immorality but also the haphazard administration of it and public misperception of how the whole thing works . 
",1,1
2230,"an endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years . 
",1,1
2231," . . . a thoughtful what-if for the heart as well as the mind . 
",1,1
2232,"a difficult but worthy film that bites off more than it can chew by linking the massacre of armenians in 1915 with some difficult relationships in the present . 
",1,1
2233,"the new guy does have a heart . now , if it only had a brain . 
",1,1
2234,"i don't feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it's a dish that's best served cold . 
",1,1
2235,"a decent-enough nail-biter that stands a good chance of being the big hit franklin needs to stay afloat in hollywood . 
",1,1
2236,"there's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers . 
",1,1
2237,"it's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . 
",1,1
2238,"a gem , captured in the unhurried , low-key style favored by many directors of the iranian new wave . 
",1,1
2239,"very amusing , not the usual route in a thriller , and the performances are odd and pixilated and sometimes both . 
",1,1
2240,"for a long time the film succeeds with its dark , delicate treatment of these characters and its unerring respect for them . 
",1,1
2241,"the powerful success of read my lips with such provocative material shows why , after only three films , director/co-writer jacques audiard , though little known in this country , belongs in the very top rank of french filmmakers . 
",1,1
2242,"the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger . 
",1,1
2243,"bogdanovich taps deep into the hearst mystique , entertainingly reenacting a historic scandal . 
",1,1
2244,"[a] devastatingly powerful and astonishingly vivid holocaust drama . 
",1,1
2245,"the overall effect is awe and affection -- and a strange urge to get on a board and , uh , shred , dude . 
",1,1
2246,"a compelling portrait of moral emptiness
",1,1
2247,"this is one of mr . chabrol's subtlest works , but also one of his most uncanny . 
",1,1
2248,"what a concept , what an idea , what a thrill ride . this is a more fascinating look at the future than "" bladerunner "" and one of the most high-concept sci fi adventures attempted for the screen . 
",1,1
2249,"an imaginative comedy/thriller . 
",1,1
2250,"so many documentaries like this presuppose religious bigotry or zealous nuttiness of its antagonists , but family fundamentals displays a rare gift for unflinching impartiality . 
",1,1
2251,"it's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 . 
",1,1
2252,"like leon , it's frustrating and still oddly likable . 
",1,1
2253,"even through its flaws , revolution #9 proves to be a compelling , interestingly told film . 
",1,1
2254,"an exhilarating futuristic thriller-noir , minority report twists the best of technology around a gripping story , delivering a riveting , pulse intensifying escapist adventure of the first order
",1,1
2255,"austin powers in goldmember is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride . 
",1,1
2256,"an incredibly thoughtful , deeply meditative picture that neatly and effectively captures the debilitating grief felt in the immediate aftermath of the terrorist attacks . 
",1,1
2257,"me without you has a bracing truth that's refreshing after the phoniness of female-bonding pictures like divine secrets of the ya-ya sisterhood . 
",1,1
2258,"the piano teacher is not an easy film . it forces you to watch people doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling . 
",1,1
2259,"borrows a bit from the classics "" wait until dark "" and "" extremities "" . . . but in terms of its style , the movie is in a class by itself . 
",1,1
2260,"a very good film sits in the place where a masterpiece should be . 
",1,1
2261,"the movie is hardly a masterpiece , but it does mark ms . bullock's best work in some time . 
",1,1
2262,"i can't say that i liked homeboy ; it'd be more accurate to say that i found it intriguing , bizarre , dogma-like in spots - and quite truthful , in its way . 
",1,1
2263,"it has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience . 
",1,1
2264,"at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance . 
",1,1
2265,"sayles is making a statement about the inability of dreams and aspirations to carry forward into the next generation . 
",1,1
2266,"majidi's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times . 
",1,1
2267,"a pretty decent kid-pleasing , tolerable-to-adults lark of a movie . 
",1,1
2268,"an incendiary , deeply thought-provoking look at one of the most peculiar ( and peculiarly venomous ) bigotries in our increasingly frightening theocracy
",1,1
2269,"after making several adaptations of other writers' work , armenian-canadian director atom egoyan broached an original treatment of a deeply personal subject . 
",1,1
2270,"mike white's deft combination of serious subject matter and dark , funny humor make "" "" the good girl "" a film worth watching . 
",1,1
2271,"underachieves only in not taking the shakespeare parallels quite far enough . 
",1,1
2272,"the actors are fantastic . they are what makes it worth the trip to the theatre . 
",1,1
2273,"maryam is more timely now than ever . 
",1,1
2274,"jason x has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot . 
",1,1
2275,"much of the lady and the duke is about quiet , decisive moments between members of the cultural elite as they determine how to proceed as the world implodes . 
",1,1
2276,"'aunque recurre a ciertos clichйs del gйnero , la poderosa actuaciуn de robin williams perdona las fallas del guiуn . '
",1,1
2277,"full of surprises . 
",1,1
2278,"a slick , well-oiled machine , exquisitely polished and upholstered . 
",1,1
2279,"if you like blood , guts and crazy beasts stalking men with guns though . . . you will likely enjoy this monster . 
",1,1
2280,"surprisingly insightful
",1,1
2281,"drawing on an irresistible , languid romanticism , byler reveals the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth . 
",1,1
2282,"cedar takes a very open-minded approach to this sensitive material , showing impressive control , both visually and in the writing . 
",1,1
2283,"alan and his fellow survivors are idiosyncratic enough to lift the movie above its playwriting 101 premise . 
",1,1
2284,"the members manage to pronounce kok exactly as you think they might , thus giving the cast ample opportunity to use that term as often as possible . it's very beavis and butthead , yet always seems to elicit a chuckle . 
",1,1
2285,"the filmmakers wisely decided to let crocodile hunter steve irwin do what he does best , and fashion a story around him . 
",1,1
2286,"greengrass has delivered an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skill
",1,1
2287,"an unabashedly schmaltzy and thoroughly enjoyable true story . 
",1,1
2288,"one of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm . 
",1,1
2289,"smart and fun , but far more witty than it is wise . 
",1,1
2290,"the film is full of charm . 
",1,1
2291,"beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing . 
",1,1
2292,"like the film's almost anthropologically detailed realization of early-'80s suburbia , it's significant without being overstated . 
",1,1
2293,"a journey that is as difficult for the audience to take as it is for the protagonist -- yet it's potentially just as rewarding . 
",1,1
2294,"meyjes' provocative film might be called an example of the haphazardness of evil . 
",1,1
2295,"denis forges out of the theories of class- based rage and sisterly obsession a razor-sided tuning fork that rings with cultural , sexual and social discord . 
",1,1
2296,"those who aren't put off by the film's austerity will find it more than capable of rewarding them . 
",1,1
2297,"it is a strength of a documentary to disregard available bias , especially as temptingly easy as it would have been with this premise . 
",1,1
2298,"the rare imax movie that you'll wish was longer than an hour . 
",1,1
2299,"an engaging overview of johnson's eccentric career . 
",1,1
2300,"a grittily beautiful film that looks , sounds , and feels more like an extended , open-ended poem than a traditionally structured story . 
",1,1
2301,"more sophisticated and literate than such pictures usually are . . . an amusing little catch . 
",1,1
2302,"cho's latest comic set isn't as sharp or as fresh as i'm the one that i want . . . but it's still damn funny stuff . 
",1,1
2303,"whatever complaints i might have , i'd take [its] earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like antwone fisher or the emperor's club any time . 
",1,1
2304,"deflated ending aside , there's much to recommend the film . 
",1,1
2305,"a mess when it comes to the characters and writing . . . but works its way underneath the skin like few movies have in recent memory . 
",1,1
2306,"this version does justice both to stevenson and to the sci-fi genre . 
",1,1
2307,"significantly better than its 2002 children's-movie competition . 
",1,1
2308,"i've never bought from telemarketers , but i bought this movie . 
",1,1
2309,"while it would be easy to give crush the new title of two weddings and a funeral , it's a far more thoughtful film than any slice of hugh grant whimsy . 
",1,1
2310,"it may not be as cutting , as witty or as true as back in the glory days of weekend and two or three things i know about her , but who else engaged in filmmaking today is so cognizant of the cultural and moral issues involved in the process ? 
",1,1
2311,"michael moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making , and he's got as potent a topic as ever here . 
",1,1
2312,"will warm your heart without making you feel guilty about it . 
",1,1
2313,"creepy , authentic and dark . this disturbing bio-pic is hard to forget . 
",1,1
2314,"[majidi] makes us think twice about immigrants we see around us every day . 
",1,1
